doi,score,n_components,parameter_completeness,verified_mes,has_abstract,citation_strength,year_recency
10.1186/s40793-023-00463-3,0.4959,5,0.250,0,1,0.345,0.885
10.1007/s11367-022-02132-y,0.4727,5,0.125,0,1,0.354,0.885
10.3390/su15010876,0.5190,5,0.375,0,1,0.336,0.885
10.1007/s11367-023-02257-8,0.4820,5,0.125,0,1,0.401,0.885
10.1002/adfm.202300710,0.5059,5,0.125,0,1,0.520,0.885
10.1021/acs.chemrev.3c00136,0.4864,5,0.125,0,1,0.423,0.885
10.1111/gcb.16743,0.5291,5,0.375,0,1,0.386,0.885
10.1007/s42765-023-00256-w,0.4772,5,0.125,1,0,0.376,0.885
10.46439/microbiology.1.002,0.4019,5,0.125,0,1,0.000,0.885
10.1080/17597269.2023.2215625,0.7971,5,0.875,1,1,0.226,0.885
10.3390/fermentation9050444,0.7246,5,0.500,1,1,0.239,0.885
10.1111/wej.12861,0.6408,5,0.125,1,1,0.195,0.885
10.21203/rs.3.rs-3126814/v1,0.4570,5,0.250,0,1,0.151,0.885
10.51936/dr.39.104.123-141,0.4019,5,0.125,0,1,0.000,0.885
10.5194/egusphere-egu23-5440,0.6519,5,0.375,1,1,0.000,0.885
10.1080/21655979.2023.2252226,0.4842,5,0.250,0,1,0.287,0.885
10.1080/02648725.2023.2182546,0.5019,5,0.375,0,1,0.250,0.885
10.3389/fenrg.2023.1258044,0.5195,5,0.250,0,1,0.463,0.885
10.1109/TIA.2022.3217229,0.4791,5,0.125,0,1,0.386,0.885
10.3390/fermentation9121010,0.7408,5,0.625,1,1,0.195,0.885
10.1155/2023/9690344,0.4743,5,0.125,0,1,0.362,0.885
10.1109/JIOT.2022.3140430,0.5192,5,0.250,0,1,0.461,0.885
10.1016/j.jece.2023.110021,0.4785,5,0.125,1,0,0.383,0.885
10.1186/s12934-023-02216-w,0.7357,5,0.500,1,1,0.294,0.885
10.1007/s11367-023-02255-w,0.5053,5,0.250,0,1,0.392,0.885
10.3390/coatings13091506,0.4658,5,0.250,0,1,0.195,0.885
10.3390/su15031878,0.6769,5,0.250,1,1,0.250,0.885
10.1021/acs.est.3c00636,0.5207,5,0.250,0,1,0.469,0.885
10.1016/j.ab.2023.115091,0.5235,5,0.375,1,0,0.358,0.885
10.37394/232016.2023.18.26,0.4540,5,0.125,0,1,0.260,0.885
10.1007/s11367-023-02243-0,0.5110,5,0.250,0,1,0.420,0.885
10.1016/j.nanoen.2023.108931,0.4791,5,0.125,1,0,0.386,0.885
10.1007/s11356-023-31140-0,0.6920,5,0.250,1,1,0.325,0.885
10.24295/cpsstpea.2023.00001,0.2320,5,0.125,0,0,0.151,0.885
10.23919/ICPE2023-ECCEAsia54778.2023.10213775,0.4258,5,0.125,0,1,0.119,0.885
10.1007/s42773-023-00241-x,0.5522,5,0.500,0,1,0.376,0.885
10.5762/kais.2023.24.11.535,0.4019,5,0.125,0,1,0.000,0.885
10.1149/ma2023-01422356mtgabs,0.5769,5,0.000,1,1,0.000,0.885
10.1007/s11367-023-02158-w,0.4860,5,0.125,0,1,0.420,0.885
10.1007/s11367-022-02128-8,0.5668,5,0.375,0,1,0.574,0.885
10.1021/acs.est.2c07333,0.4559,5,0.125,0,1,0.270,0.885
10.24846/v32i1y202301,0.4884,5,0.250,0,1,0.308,0.885
10.1071/ma23007,0.4369,5,0.125,0,1,0.175,0.885
10.3390/s23020641,0.6700,5,0.125,1,1,0.340,0.885
10.1002/est2.459,0.4170,5,0.125,0,1,0.075,0.885
10.1080/15567036.2019.1668881,0.4170,5,0.125,1,0,0.075,0.885
10.1109/JESTPE.2021.3101527,0.4826,5,0.125,0,1,0.403,0.885
10.3390/rs15102540,0.5204,5,0.250,0,1,0.467,0.885
10.3390/su15065249,0.5301,5,0.250,0,1,0.516,0.885
10.1039/bk9781839169366-00023,0.6170,5,0.125,1,1,0.075,0.885
10.1007/s12665-023-10899-y,0.5589,5,0.375,0,1,0.535,0.885
10.1080/17597269.2023.2277991,0.7158,5,0.500,1,1,0.195,0.885
10.3390/w15040615,0.5662,5,0.500,0,1,0.446,0.885
10.3762/bjnano.14.44,0.4820,5,0.375,0,1,0.151,0.885
10.3390/separations10030148,0.4869,5,0.375,0,1,0.175,0.885
10.1111/1751-7915.14130,0.4977,5,0.250,0,1,0.354,0.885
10.3390/md21110584,0.5019,5,0.375,0,1,0.250,0.885
10.1063/5.0136975,0.4659,5,0.125,0,1,0.320,0.885
10.1021/acs.est.2c06097,0.7297,5,0.375,1,1,0.389,0.885
10.3390/molecules28031491,0.5107,5,0.375,0,1,0.294,0.885
10.1109/TBCAS.2023.3252402,0.4803,5,0.125,0,1,0.392,0.885
10.3390/w15071347,0.5059,5,0.375,0,1,0.270,0.885
10.1002/jctb.7371,0.6735,5,0.125,1,1,0.358,0.885
10.3390/fermentation9090782,0.7508,5,0.750,1,1,0.119,0.885
10.1021/acs.est.3c07018,0.6959,5,0.250,1,1,0.345,0.885
10.11591/ijpeds.v14.i2.pp1249-1259,0.4408,5,0.125,0,1,0.195,0.885
10.1080/10408398.2023.2184323,0.4727,5,0.125,0,1,0.354,0.885
10.1007/s11367-023-02164-y,0.5341,5,0.375,0,1,0.411,0.885
10.3390/polym15081819,0.6884,5,0.250,1,1,0.308,0.885
10.3390/en16155651,0.4408,5,0.125,0,1,0.195,0.885
10.1038/s41396-023-01429-6,0.5091,5,0.250,0,1,0.411,0.885
10.3390/ma16062479,0.6809,5,0.250,1,1,0.270,0.885
10.3390/ecws-7-14306,0.7290,5,0.500,1,1,0.260,0.885
10.3390/membranes13050490,0.7664,5,0.375,1,1,0.573,0.885
10.1002/qua.27279,0.4769,5,0.250,0,1,0.250,0.885
10.2139/ssrn.4230106,0.6942,5,0.375,1,1,0.211,0.885
10.1002/cssc.202300181,0.6809,5,0.250,1,1,0.270,0.885
10.1007/s00248-023-02271-1,0.4408,5,0.125,0,1,0.195,0.885
10.1351/goldbook.r05292,0.4440,5,0.000,0,1,0.336,0.885
10.1038/s41598-023-29553-5,0.7315,5,0.375,1,1,0.398,0.885
10.1016/j.indcrop.2023.116600,0.2692,5,0.250,0,0,0.211,0.885
10.1038/s41396-023-01527-5,0.5121,5,0.375,0,1,0.301,0.885
10.3390/su151310339,0.7059,5,0.375,1,1,0.270,0.885
10.1021/acsnano.3c04996,0.7698,5,0.500,1,1,0.464,0.885
10.1111/1751-7915.14236,0.7028,5,0.250,1,1,0.380,0.885
10.1080/08869634.2023.2198405,0.6320,5,0.125,1,1,0.151,0.885
10.1002/aenm.202303629,0.5291,5,0.375,0,1,0.386,0.885
10.3389/fmicb.2023.1196610,0.4746,5,0.250,0,1,0.239,0.885
10.3389/fmicb.2023.1238853,0.6809,5,0.250,1,1,0.270,0.885
10.53550/eec.2023.v29i03s.048,0.4670,5,0.375,0,1,0.075,0.885
10.1117/12.2669544,0.4170,5,0.125,0,1,0.075,0.885
10.1039/d3en00471f,0.4258,5,0.125,0,1,0.119,0.885
10.3390/toxics11010053,0.5040,5,0.375,0,1,0.260,0.885
10.1051/bioconf/20236302002,0.3769,5,0.000,0,1,0.000,0.885
10.1109/PREE57903.2023.10370095,0.6019,5,0.125,1,1,0.000,0.885
10.1051/e3sconf/202346704005,0.6619,5,0.250,1,1,0.175,0.885
10.13345/j.cjb.220887,0.6019,5,0.125,1,1,0.000,0.885
10.1111/1462-2920.16546,0.4420,5,0.250,0,1,0.075,0.885
10.3390/wevj14060161,0.4769,5,0.250,0,1,0.250,0.885
10.1051/bioconf/20236302006,0.3769,5,0.000,0,1,0.000,0.885
10.1109/ACCESS.2023.3326505,0.4791,5,0.125,0,1,0.386,0.885
10.1146/annurev-fluid-120821-032304,0.4836,5,0.125,0,1,0.408,0.885
10.3390/wevj14030066,0.4540,5,0.125,0,1,0.260,0.885
10.56534/acjpas.v2i1.74,0.5769,5,0.000,1,1,0.000,0.885
10.3390/su151410940,0.5676,5,0.375,0,1,0.578,0.885
10.3390/wevj14040091,0.6442,5,0.125,1,1,0.211,0.885
10.3390/pr11041060,0.7884,5,0.750,1,1,0.308,0.885
10.1016/j.bios.2023.114312,0.7212,4,0.000,1,1,,0.885
10.1111/1751-7915.14199,0.6842,5,0.250,1,1,0.287,0.885
10.1016/j.chemosphere.2023.139776,0.6765,5,0.125,1,1,0.373,0.885
10.25205/978-5-4437-1526-1-190,0.5769,5,0.000,1,1,0.000,0.885
10.3390/bios13030336,0.6871,5,0.250,1,1,0.301,0.885
10.3390/su151410891,0.5345,5,0.250,0,1,0.538,0.885
10.3390/su15043862,0.4718,5,0.125,0,1,0.349,0.885
10.1021/acs.est.3c02227,0.6996,5,0.375,1,1,0.239,0.885
10.1109/IJCNN54540.2023.10191153,0.4659,5,0.125,0,1,0.320,0.885
10.1051/bioconf/20236204002,0.6019,5,0.125,1,1,0.000,0.885
10.3390/ijerph20032580,0.7540,5,0.625,1,1,0.260,0.885
10.1007/s10311-023-01593-3,0.5297,5,0.125,0,1,0.639,0.885
10.1111/1751-7915.14370,0.6570,5,0.250,1,1,0.151,0.885
10.3390/rs15061488,0.4772,5,0.125,0,1,0.376,0.885
10.1109/ICSSIT55814.2023.10060994,0.4508,5,0.250,0,1,0.119,0.885
10.5004/dwt.2023.29807,0.4170,5,0.125,1,0,0.075,0.885
10.3390/bioengineering10040484,0.4727,5,0.125,0,1,0.354,0.885
10.1007/s41651-023-00145-1,0.6576,5,0.125,1,1,0.278,0.885
10.17721/fujcv11i1p1-16,0.4420,5,0.250,0,1,0.075,0.885
10.1080/15435075.2023.2194979,0.7200,5,0.375,1,1,0.340,0.885
10.2139/ssrn.4290464,0.6842,5,0.250,1,1,0.287,0.885
10.1021/acsami.3c00254,0.4920,5,0.250,0,1,0.325,0.885
10.1109/R10-HTC57504.2023.10461898,0.5769,5,0.000,1,1,0.000,0.885
10.1109/ISSCC42615.2023.10067497,0.4758,5,0.125,0,1,0.369,0.885
10.3390/su15043297,0.4607,5,0.125,0,1,0.294,0.885
10.3389/fmicb.2023.1253550,0.4170,5,0.125,0,1,0.075,0.885
10.1063/5.0158032,0.4408,5,0.125,0,1,0.195,0.885
10.3390/polym15183842,0.4721,5,0.250,0,1,0.226,0.885
10.1002/admt.202201324,0.6758,5,0.375,1,1,0.119,0.885
10.1038/s41467-023-37257-7,0.6700,5,0.125,1,1,0.340,0.885
10.2139/ssrn.4399308,0.5135,5,0.250,0,1,0.433,0.885
10.3390/ijms24065417,0.6700,5,0.125,1,1,0.340,0.885
10.1002/adma.202304667,0.5528,5,0.375,0,1,0.504,0.885
10.1002/sus2.117,0.7718,5,0.625,1,1,0.349,0.885
10.1007/s11367-023-02145-1,0.4893,5,0.125,0,1,0.437,0.885
10.1039/d3gc01548c,0.6857,5,0.250,1,1,0.294,0.885
10.3390/ijerph20053885,0.5851,5,0.500,0,1,0.541,0.885
10.1101/cshperspect.a041673,0.4820,5,0.375,0,1,0.151,0.885
10.1002/adfm.202302524,0.4857,5,0.250,0,1,0.294,0.885
10.1101/2023.03.02.530809,0.6920,5,0.500,1,1,0.075,0.885
10.3390/en16135021,0.5008,5,0.250,0,1,0.369,0.885
10.1080/21655979.2023.2244759,0.7019,5,0.375,1,1,0.250,0.885
10.1021/jacs.2c12388,0.4692,5,0.250,0,1,0.211,0.885
10.3390/s23167016,0.4258,5,0.125,0,1,0.119,0.885
10.3390/ijms24086944,0.4996,5,0.375,0,1,0.239,0.885
10.1051/bioconf/20236101012,0.3769,5,0.000,0,1,0.000,0.885
10.21608/jctae.2023.218803.1014,0.6619,5,0.250,1,1,0.175,0.885
10.3390/waste1030046,0.5676,5,0.375,0,1,0.578,0.885
10.1007/s00203-022-03352-4,0.5769,5,0.000,1,1,0.000,0.885
10.1021/acsnano.2c10203,0.5038,5,0.125,0,1,0.509,0.885
10.3390/agriculture13122280,0.4496,5,0.125,0,1,0.239,0.885
10.3389/fpls.2023.1270039,0.5070,5,0.250,0,1,0.401,0.885
10.1111/1751-7915.14273,0.5235,5,0.375,0,1,0.358,0.885
10.1016/j.jhazmat.2023.131207,0.6809,5,0.125,1,1,0.395,0.885
10.1111/1751-7915.14299,0.4269,5,0.250,0,1,0.000,0.885
10.1002/anie.202305189,0.6842,5,0.250,1,1,0.287,0.885
10.3390/app13095581,0.7320,5,0.625,1,1,0.151,0.885
10.52458/9789388996846.nsp2023.eb.ch-17,0.3769,5,0.000,0,1,0.000,0.885
10.3390/foods12030524,0.4971,5,0.375,0,1,0.226,0.885
10.34133/space.0061,0.4369,5,0.125,0,1,0.175,0.885
10.3390/pharmaceutics15020506,0.4721,5,0.250,0,1,0.226,0.885
10.1126/sciadv.adj3133,0.6718,5,0.125,1,1,0.349,0.885
10.1149/ma2023-02522529mtgabs,0.6019,5,0.125,1,1,0.000,0.885
10.2478/ebtj-2023-0007,0.4971,5,0.375,0,1,0.226,0.885
10.1021/envhealth.3c00145,0.4826,5,0.250,0,1,0.278,0.885
10.3390/recycling8010020,0.4769,5,0.250,0,1,0.250,0.885
10.24425/AEP.2019.128639,0.7721,5,0.750,1,1,0.226,0.885
10.3390/microorganisms11071670,0.4420,5,0.250,0,1,0.075,0.885
10.1109/ACEDPI58926.2023.00100,0.6019,5,0.125,1,1,0.000,0.885
10.1109/MELE.2023.3264922,0.4408,5,0.125,0,1,0.195,0.885
10.1111/wej.12841,0.4908,5,0.375,0,1,0.195,0.885
10.1002/rem.21745,0.4496,5,0.125,0,1,0.239,0.885
10.1093/jambio/lxad194,0.6258,5,0.125,1,1,0.119,0.885
10.1007/s42773-022-00201-x,0.5435,5,0.375,0,1,0.458,0.885
10.58571/cnca.amca.2023.092,0.5769,5,0.000,1,1,0.000,0.885
10.1186/s13020-023-00853-2,0.6932,5,0.125,1,1,0.457,0.885
10.1109/TFUZZ.2022.3164053,0.6778,5,0.125,1,1,0.380,0.885
10.1007/s11356-023-25192-5,0.5250,5,0.375,0,1,0.366,0.885
10.3389/fmicb.2023.1124817,0.5218,5,0.375,0,1,0.349,0.885
10.1002/cssc.202202312,0.6658,5,0.250,1,1,0.195,0.885
10.1093/ejendo/lvad066,0.7257,5,0.125,1,1,0.619,0.885
10.21203/rs.3.rs-3208004/v1,0.6920,5,0.500,1,1,0.075,0.885
10.3390/s23052510,0.6508,5,0.250,1,1,0.119,0.885
10.15244/pjoes/168804,0.6869,5,0.375,1,1,0.175,0.885
10.1002/anie.202307780,0.6772,5,0.125,1,1,0.376,0.885
10.3390/en16041781,0.5143,5,0.250,0,1,0.437,0.885
10.1111/nph.18943,0.5182,5,0.250,0,1,0.457,0.885
10.53941/ijamm0201003,0.4369,5,0.125,0,1,0.175,0.885
10.1111/1758-2229.13187,0.6670,5,0.375,1,1,0.075,0.885
10.1186/s13020-023-00751-7,0.6709,5,0.125,1,1,0.345,0.885
10.3390/nano13142036,0.5092,5,0.375,0,1,0.287,0.885
10.1021/acsmeasuresciau.2c00070,0.5515,5,0.125,0,1,0.748,0.885
10.21608/jacb.2023.238316.1067,0.6758,5,0.375,1,1,0.119,0.885
10.1002/cnma.202200488,0.4619,5,0.250,0,1,0.175,0.885
10.1088/1755-1315/1135/1/012035,0.6519,5,0.125,1,1,0.250,0.885
10.1109/ICEPECC57281.2023.10209438,0.3769,5,0.000,0,1,0.000,0.885
10.54133/ajms.v5i1s.288,0.4758,5,0.375,0,1,0.119,0.885
10.1002/adfm.202308492,0.4929,5,0.125,0,1,0.455,0.885
10.13005/bbra/3118,0.4519,5,0.375,0,1,0.000,0.885
10.1007/s40034-023-00276-6,0.4619,5,0.250,1,0,0.175,0.885
10.1109/TGCN.2022.3195479,0.4873,5,0.125,0,1,0.427,0.885
10.3389/fsoil.2023.1129040,0.4619,5,0.250,0,1,0.175,0.885
10.3390/microorganisms11061614,0.5343,5,0.125,0,1,0.662,0.885
10.1016/j.bej.2023.109087,0.4408,5,0.125,1,0,0.195,0.885
10.20944/preprints202310.1161.v1,0.6019,5,0.125,1,1,0.000,0.885
10.1155/2023/8863787,0.6508,5,0.250,1,1,0.119,0.885
10.1186/s40168-023-01601-2,0.5278,5,0.375,0,1,0.380,0.885
10.2139/ssrn.4393972,0.5070,5,0.250,0,1,0.401,0.885
10.1109/R10-HTC57504.2023.10461773,0.6269,5,0.250,1,1,0.000,0.885
10.1002/aenm.202300311,0.6471,5,0.125,1,1,0.226,0.885
10.3390/w15030534,0.5070,5,0.250,0,1,0.401,0.885
10.1016/j.carbon.2023.118013,0.4746,5,0.250,1,0,0.239,0.885
10.3390/en16062894,0.4718,5,0.125,0,1,0.349,0.885
10.1109/ACCESS.2023.3241927,0.5081,5,0.250,0,1,0.406,0.885
10.3390/microorganisms11030720,0.4619,5,0.250,0,1,0.175,0.885
10.1115/1.4062991,0.6721,5,0.250,1,1,0.226,0.885
10.1021/acs.chemrev.2c00684,0.5685,5,0.375,0,1,0.583,0.885
10.1111/1751-7915.14316,0.4634,5,0.125,0,1,0.308,0.885
10.3390/w15122274,0.5065,5,0.250,0,1,0.398,0.885
10.1002/adfm.202304790,0.5143,5,0.250,0,1,0.437,0.885
10.56261/jars.v21.258905,0.3769,5,0.000,0,1,0.000,0.885
10.1080/15435075.2023.2244583,0.7185,5,0.250,1,1,0.458,0.885
10.1017/S0952523823000032,0.6519,5,0.125,1,1,0.250,0.885
10.1038/s41467-023-40928-0,0.4930,5,0.250,0,1,0.331,0.885
10.3389/fmicb.2023.1236368,0.5468,5,0.375,0,1,0.474,0.885
10.1021/acsbiomaterials.3c00313,0.6908,5,0.375,1,1,0.195,0.885
10.1109/PREE57903.2023.10370177,0.6269,5,0.250,1,1,0.000,0.885
10.26554/ijems.2023.7.1.13-19,0.6820,5,0.375,1,1,0.151,0.885
10.3389/fcimb.2023.1137947,0.5240,5,0.125,0,1,0.610,0.885
10.1128/spectrum.00941-23,0.7158,5,0.500,1,1,0.195,0.885
10.1007/s13762-023-04850-8,0.6942,5,0.375,1,1,0.211,0.885
10.3390/en16072943,0.6508,5,0.250,1,1,0.119,0.885
10.1002/anie.202302180,0.5319,5,0.250,0,1,0.525,0.885
10.1002/elan.202200089,0.6258,5,0.125,1,1,0.119,0.885
10.1051/e3sconf/202337400035,0.7008,5,0.500,1,1,0.119,0.885
10.3390/plants12203550,0.5047,5,0.250,0,1,0.389,0.885
10.3390/en16093957,0.4930,5,0.250,0,1,0.331,0.885
10.1093/nsr/nwad260,0.5059,5,0.375,0,1,0.270,0.885
10.3390/w15203564,0.6869,5,0.375,1,1,0.175,0.885
10.1530/ETJ-23-0067,0.7084,5,0.125,1,1,0.533,0.885
10.21203/rs.3.rs-2652042/v1,0.6269,5,0.250,1,1,0.000,0.885
10.3390/wevj14100290,0.4519,5,0.125,0,1,0.250,0.885
10.52458/9789388996846.nsp2023.eb.ch-07,0.4019,5,0.125,0,1,0.000,0.885
10.3390/w15030556,0.4442,5,0.125,0,1,0.211,0.885
10.36922/jcau.157,0.5769,5,0.000,1,1,0.000,0.885
10.1149/ma2023-02522515mtgabs,0.6019,5,0.125,1,1,0.000,0.885
10.3390/earth4020012,0.5234,5,0.250,0,1,0.482,0.885
10.1002/adma.202304982,0.4772,5,0.125,0,1,0.376,0.885
10.1149/2754-2726/ad024d,0.6519,5,0.375,1,1,0.000,0.885
10.1016/j.cscee.2023.100421,0.4977,5,0.250,1,0,0.354,0.885
10.1016/j.watres.2023.120677,0.4647,5,0.125,1,0,0.314,0.885
10.1186/s13020-023-00719-7,0.6889,5,0.125,1,1,0.435,0.885
10.1111/1751-7915.14190,0.6826,5,0.250,1,1,0.278,0.885
10.1021/acs.est.3c05608,0.7076,5,0.375,1,1,0.278,0.885
10.1109/ETECTE59617.2023.10396772,0.6519,5,0.375,1,1,0.000,0.885
10.1080/07391102.2023.2166117,0.3769,5,0.000,0,1,0.000,0.885
10.3390/en16062571,0.4619,5,0.250,0,1,0.175,0.885
10.53771/ijlsra.2023.4.1.0150,0.4170,5,0.125,0,1,0.075,0.885
10.1002/adfm.202300403,0.6540,5,0.125,1,1,0.260,0.885
10.1021/acsami.2c21901,0.4559,5,0.125,0,1,0.270,0.885
10.1021/acsami.3c02128,0.5076,5,0.250,0,1,0.403,0.885
10.1007/s11367-023-02140-6,0.5198,5,0.250,0,1,0.464,0.885
10.1038/s41598-023-40970-4,0.5209,5,0.375,0,1,0.345,0.885
10.1080/09593330.2023.2179422,0.7471,5,0.625,1,1,0.226,0.885
10.1002/elsa.202100219,0.6369,5,0.125,1,1,0.175,0.885
10.3390/microorganisms11122920,0.4985,5,0.250,0,1,0.358,0.885
10.1111/1751-7915.14317,0.4897,5,0.250,0,1,0.314,0.885
10.3390/app132312760,0.6680,5,0.125,1,1,0.331,0.885
10.1101/2022.08.23.504965,0.6920,5,0.500,1,1,0.075,0.885
10.1109/NMDC57951.2023.10344120,0.6170,5,0.125,1,1,0.075,0.885
10.2345/0899-8205-57.4.143,0.4408,5,0.125,0,1,0.195,0.885
10.1038/s43705-023-00239-3,0.5371,5,0.500,0,1,0.301,0.885
10.3390/microorganisms11030735,0.6971,5,0.375,1,1,0.226,0.885
10.1109/PESGRE58662.2023.10404869,0.4508,5,0.250,0,1,0.119,0.885
10.3390/w15234135,0.4857,5,0.250,0,1,0.294,0.885
10.1080/10643389.2023.2290947,0.4942,5,0.375,0,1,0.211,0.885
10.1149/ma2023-0291034mtgabs,0.6269,5,0.250,1,1,0.000,0.885
10.1109/ICTEM56862.2023.10083897,0.7170,5,0.625,1,1,0.075,0.885
10.25283/2587-9707-2023-1-77-90,0.4170,5,0.125,0,1,0.075,0.885
10.2139/ssrn.4250780,0.5209,5,0.375,0,1,0.345,0.885
10.3390/nano13233019,0.6619,5,0.250,1,1,0.175,0.885
10.1002/advs.202206925,0.7190,5,0.375,1,1,0.336,0.885
10.1002/pi.6510,0.4658,5,0.250,0,1,0.195,0.885
10.3389/fpls.2023.1151131,0.4408,5,0.125,0,1,0.195,0.885
10.1149/1945-7111/ace936,0.6940,5,0.250,1,1,0.336,0.885
10.3389/fmars.2022.1070078,0.4647,5,0.125,0,1,0.314,0.885
10.1111/1751-7915.14240,0.4692,5,0.250,0,1,0.211,0.885
10.1289/EHP12186,0.4700,5,0.125,0,1,0.340,0.885
10.1111/sed.13081,0.4897,5,0.250,0,1,0.314,0.885
10.1080/10408398.2023.2220793,0.4519,5,0.125,0,1,0.250,0.885
10.1007/s00284-023-03324-x,0.4746,5,0.250,0,1,0.239,0.885
10.1002/rem.21751,0.4258,5,0.125,0,1,0.119,0.885
10.2139/ssrn.4130832,0.7309,5,0.500,1,1,0.270,0.885
10.3390/bios13090892,0.6647,5,0.125,1,1,0.314,0.885
10.1145/3644116.3644131,0.4019,5,0.125,0,1,0.000,0.885
10.3390/wevj14090266,0.4735,5,0.125,0,1,0.358,0.885
10.3390/ma17010069,0.7092,5,0.375,1,1,0.287,0.885
10.1101/2023.05.12.540589,0.4019,5,0.125,0,1,0.000,0.885
10.3390/ijms241311019,0.4496,5,0.125,0,1,0.239,0.885
10.1016/j.fuel.2022.126167,0.4977,5,0.250,1,0,0.354,0.885
10.1080/15325008.2023.2239238,0.4959,5,0.250,0,1,0.345,0.885
10.1007/s00300-023-03135-7,0.4570,5,0.250,0,1,0.151,0.885
10.12911/22998993/156081,0.7634,5,0.625,1,1,0.308,0.885
10.3390/su15097622,0.5272,5,0.375,0,1,0.376,0.885
10.3390/molecules28062793,0.4996,5,0.375,0,1,0.239,0.885
10.1016/j.xcrp.2023.101526,0.4842,5,0.250,1,0,0.287,0.885
10.1007/s13399-020-00973-x,0.5006,5,0.125,1,0,0.493,0.885
10.1111/1751-7915.14300,0.4658,5,0.250,0,1,0.195,0.885
10.1002/est2.383,0.4442,5,0.125,0,1,0.211,0.885
10.1109/TNS.2023.3242760,0.6576,5,0.125,1,1,0.278,0.885
10.24295/cpsstpea.2023.00011,0.1769,5,0.000,0,0,0.000,0.885
10.1080/17597269.2023.2294227,0.6721,5,0.250,1,1,0.226,0.885
10.1002/bit.28476,0.6420,5,0.250,1,1,0.075,0.885
10.1002/admt.202301035,0.7008,5,0.500,1,1,0.119,0.885
10.1080/09593330.2023.2234676,0.6971,5,0.375,1,1,0.226,0.885
10.1051/rees/2023009,0.7170,5,0.625,1,1,0.075,0.885
10.1002/smll.202300253,0.4869,5,0.125,0,1,0.425,0.885
10.1007/s10008-023-05549-z,0.1920,5,0.000,0,0,0.075,0.885
10.1016/j.electacta.2023.143191,0.2496,5,0.125,0,0,0.239,0.885
10.1021/acs.est.3c00644,0.6871,5,0.250,1,1,0.301,0.885
10.1002/aenm.202302451,0.5642,5,0.375,0,1,0.561,0.885
10.1021/acschembio.2c00761,0.4320,5,0.125,0,1,0.151,0.885
10.1049/rpg2.12871,0.4576,5,0.125,0,1,0.278,0.885
10.58903/u17190693,0.6769,5,0.500,1,1,0.000,0.885
10.3390/jox13040037,0.4993,5,0.250,0,1,0.362,0.885
10.1146/annurev-chembioeng-092220-030446,0.6721,5,0.250,1,1,0.226,0.885
10.3390/batteries9090470,0.4727,5,0.125,0,1,0.354,0.885
10.1186/s12951-023-02186-6,0.5053,5,0.250,0,1,0.392,0.885
10.1139/dsa-2023-0012,0.4540,5,0.125,0,1,0.260,0.885
10.2514/1.c037388,0.4320,5,0.125,0,1,0.151,0.885
10.3389/fmicb.2023.1260460,0.4658,5,0.250,0,1,0.195,0.885
10.1109/ETFG55873.2023.10407768,0.6519,5,0.375,1,1,0.000,0.885
10.22323/1.438.0042,0.4721,5,0.250,0,1,0.226,0.885
10.15212/amm-2023-0036,0.4471,5,0.125,0,1,0.226,0.885
10.1117/12.2665052,0.4619,5,0.250,0,1,0.175,0.885
10.1007/s00170-023-11101-0,0.4841,5,0.125,0,1,0.411,0.885
10.1039/d3dt01709e,0.4570,5,0.250,0,1,0.151,0.885
10.1038/s44222-023-00032-w,0.5566,5,0.250,0,1,0.649,0.885
10.1002/asia.202300256,0.7221,5,0.500,1,1,0.226,0.885
10.1109/TIA.2022.3206171,0.4743,5,0.125,0,1,0.362,0.885
10.3390/pr11051560,0.4658,5,0.250,0,1,0.195,0.885
10.1038/s41467-023-42598-4,0.4915,5,0.125,0,1,0.448,0.885
10.1161/circ.148.suppl_1.18049,0.3769,5,0.000,0,1,0.000,0.885
10.3390/molecules28031006,0.6658,5,0.250,1,1,0.195,0.885
10.1021/acs.analchem.2c04477,0.7022,5,0.250,1,1,0.376,0.885
10.1093/ooenergy/oiad003,0.6496,5,0.125,1,1,0.239,0.885
10.1126/scirobotics.add5762,0.4939,5,0.125,0,1,0.460,0.885
10.1007/s11356-023-28717-0,0.6897,5,0.250,1,1,0.314,0.885
10.1002/aenm.202202581,0.6959,5,0.250,1,1,0.345,0.885
10.1039/d3ra02174b,0.7008,5,0.500,1,1,0.119,0.885
10.56721/pledoi.v2i1.193,0.6158,5,0.000,1,1,0.195,0.885
10.1088/1755-1315/1201/1/012058,0.6442,5,0.125,1,1,0.211,0.885
10.1007/s00248-022-02041-5,0.5019,5,0.375,0,1,0.250,0.885
10.1021/acsami.3c06230,0.6769,5,0.250,1,1,0.250,0.885
10.3390/drones7030191,0.4901,5,0.125,0,1,0.441,0.885
10.1186/s12934-023-02058-6,0.7192,5,0.500,1,1,0.211,0.885
10.1049/rpg2.12732,0.6258,5,0.125,1,1,0.119,0.885
10.3390/coatings13061043,0.6971,5,0.375,1,1,0.226,0.885
10.1186/s13068-023-02443-8,0.4758,5,0.375,0,1,0.119,0.885
10.1016/j.jpowsour.2023.233452,0.4607,5,0.125,1,0,0.294,0.885
10.3390/en16062901,0.4772,5,0.125,0,1,0.376,0.885
10.1080/21655979.2023.2236842,0.7357,5,0.500,1,1,0.294,0.885
10.3390/ijerph20054524,0.6408,5,0.125,1,1,0.195,0.885
10.1149/ma2023-01422367mtgabs,0.6269,5,0.250,1,1,0.000,0.885
